"term","score"
"yelling",19.1032216140307
"soccer",19.1012107585076
"flash",19.1011545610965
"damage",19.0996308851602
"daytime",19.0828716645479
"native",19.0817368285243
"learning",19.0815651053385
"sanur",19.0711276785549
"indicated",19.0667920032799
"olds",19.0530314767937
"fusion",19.051837871223
"feelings",19.0471936805446
"toothbrush",19.0320067336022
"mould",19.0302511952148
"loo",19.0269434328906
"layover",19.021734834822
"pro",19.0197992476243
"swam",19.0112015254726
"claustrophobic",19.0045371011771
"mass",19.0018041937233
"passeig",19.0013794485575
"jams",18.9933109112969
"loves",18.9923469779633
"flamingos",18.9887468052032
"angry",18.9810589423259
"rank",18.9690022140494
"towns",18.96734136867
"hommes",18.9569033137785
"virgin",18.9490716034629
"stuffed",18.9458728257179
"topped",18.9435460243532
"million",18.9423921785922
"harrah",18.9323466081846
"reminds",18.9279451965686
"again.the",18.9192796465497
"donuts",18.9112854392212
"rentals",18.8965108582681
"paul",18.8954247724254
"downhill",18.8844650025631
"corte",18.8839366685202
"everynight",18.8824756703346
"apologized",18.8743556696319
"macy",18.8737919508524
"denny",18.8713167857061
"rosa",18.8630533474068
"semi",18.86203989379
"cabanas",18.8509317876012
"blvd",18.8477295735646
"petit",18.846169635619
"ireland",18.8444392975862
"inches",18.8430404816661
"wouldn__",18.8368971600335
"36",18.8358961293104
"marathon",18.8339452451336
"eden",18.8307678815019
"redone",18.828716919876
"trap",18.8280123431333
"fenway",18.8261847823649
"realy",18.8257204939105
"independent",18.8190435631136
"roma",18.8176015547093
"bose",18.8118864826005
"fountains",18.8037285463903
"varenne",18.7987889802563
"industrial",18.7928415369517
"89",18.785016512982
"sp",18.7811936122896
"unobtrusive",18.7804443726832
"grass",18.7697706088516
"laying",18.7596899641583
"inconsistent",18.7585747088266
"rays",18.7348226631143
"cloth",18.7192430395911
"circus",18.7186602734099
"film",18.7173131990859
"aerobus",18.7125109268618
"freeway",18.7107817862788
"landed",18.7041937548426
"thomas",18.7021759585539
"government",18.6966835518514
"pineapple",18.6933077558104
"insist",18.6900119252753
"skipped",18.6801494793822
"unlucky",18.6759833150054
"tan",18.6651882512905
"extremly",18.6597009689685
"fort",18.6546267097638
"louis",18.6457508857151
"31st",18.6398728625458
"supermarkets",18.6362192968711
"victor",18.6350933080958
"exist",18.6290394404213
"leads",18.6221247884495
"coupon",18.6184736240197
"jimbaran",18.6049676644476
"page",18.6028748847331
"go",18.6013021819122
"client",18.600045761596
"adjust",18.5920690973871
"strength",18.5906102499983
"rambles",18.5754220697751
"viewing",18.5747842808364
"refill",18.5672759072253
"purse",18.5640118788794
"fishing",18.5580473081639
"meridien",18.5554797595892
"busses",18.5484738355627
"angeles",18.5466239140995
"helpfulness",18.5315143490692
"wrap",18.5214899023814
"skeptical",18.5095884433077
"brands",18.4980452698803
"5mins",18.498003947516
"relation",18.4791941365416
"volume",18.4624346579069
"professionalism",18.4555794300195
"politely",18.4528451261194
"papers",18.4402105833055
"significantly",18.4039198010023
"alittle",18.3937108211303
"thoughts",18.3923507422003
"salon",18.3878043104357
"indonesian",18.3833979218427
"awkward",18.3817235837006
"honored",18.3746095074681
"annual",18.3741621181061
"bananas",18.3739458686687
"les",18.3736058347661
"competition",18.3619476660999
"accommodated",18.3557713047621
"adequately",18.3547978525951
"sodas",18.34522685655
"enclosed",18.3389465141971
"thoughtful",18.3268683368573
"official",18.315781880947
"manor",18.3119532980701
"fyi",18.3112364096892
"mo",18.3087865687966
"saves",18.300338590943
"whisked",18.2950595576125
"latest",18.2841824444746
"specials",18.2778520690289
"signed",18.2659406846764
"searched",18.264654508277
"midst",18.2629431086538
"gassim",18.2587149803442
"causeway",18.2583468944839
"explanation",18.2571665351626
"instantly",18.2443149365244
"eastern",18.2394068158357
"bitten",18.2389592148321
"ect",18.2385563870001
"fake",18.2340642626399
"accomodated",18.2317486765621
"too.the",18.231663304085
"alex",18.2230253038059
"blood",18.216673181263
"scenic",18.2092203541721
"carpeting",18.2089185439613
"dedicated",18.2079001521386
"tiring",18.200474934927
"satisfying",18.1997113936388
"dip",18.1863061252735
"paintings",18.1784433246855
"cabinet",18.1732244001832
"loco",18.1665506513163
"dauphine",18.1633958073429
"flag",18.158493157613
"crawling",18.1571094295289
"botanical",18.1454203652077
"sleepers",18.1260399193955
"canceled",18.1172578068911
"rode",18.1157766367009
"tony",18.1156879039351
"cheery",18.1013469828035
"faulted",18.0941346172873
"350",18.0829299139732
"boot",18.0694555633598
"explored",18.0672916810584
"richard",18.0621578971297
"comforts",18.0548835182297
"considerably",18.0469587173577
"weary",18.0354250010701
"jewelry",18.0347381037856
"deserted",18.0310551790458
"speakers",18.0233763433563
"helicopter",18.015747913855
"pharmacy",18.0148199001154
"matteo",18.014562787833
"personalized",18.013443801498
"warehouse",18.0110219553917
"potatoes",17.9966875165769
"reviewed",17.9899358401041
"rid",17.9898194209547
"outdoors",17.9806854648345
"sending",17.9775880347967
"honesty",17.9722241840138
"it.we",17.9667567856888
"insurance",17.9631064623463
"crash",17.9626461566457
"turquoise",17.9491717101098
"in.the",17.9462615412926
"jersey",17.9288503209901
"crab",17.9217669402448
"speciality",17.9193494196718
"adding",17.9180866845504
"difficulties",17.9159461211478
"similarly",17.9134713508164
"kick",17.9119009275853
"whirlpool",17.9058729034177
"repaired",17.9000304227204
"warwick",17.8993878146422
"dukes",17.8934700431027
"bird",17.8739560361755
"spg",17.8724909147578
"recommed",17.8621079658963
"homey",17.8617937919506
"locks",17.8493788746645
"niece",17.8486223081426
"blowing",17.8475107669957
"dishwasher",17.8388173721391
"valuable",17.8344868609864
"burn",17.8318460540175
"lorenzo",17.8277746543107
"faster",17.8277167902629
"bldg",17.8271704277021
"bellhop",17.8165433492185
"limousine",17.8155551129403
"largely",17.7929557058931
"taps",17.7838163618747
"lane",17.7814637403229
"nearer",17.7771019394247
"closets",17.77596632372
"evident",17.7739471608645
"gare",17.7723475515797
"that__",17.7677199176956
"amstel",17.7570971411686
"roberto",17.7512299559032
"helpful.i",17.7415476847936
"palapas",17.7347616482797
"oceanfront",17.7341940748949
"unbearable",17.7292144908004
"insulation",17.727786347544
"suffer",17.7224197570376
"duvets",17.7213805343021
"daylight",17.7063859771227
"pics",17.7041573915667
"demand",17.7038450139922
"furnishing",17.7019987274048
"differently",17.6842633150154
"knocking",17.683667136052
"biltmore",17.6757778285711
"rule",17.6745121377595
"teas",17.6660084279252
"earned",17.6482093071156
"yoga",17.6439101804176
"systems",17.6414169711993
"equivalent",17.6326884293597
"sisters",17.6254842782515
"respite",17.6022298191119
"madison",17.6016658575998
"arrogant",17.5940761464905
"cheesy",17.5840003555639
"tag",17.5827980550838
"basketball",17.5825376230388
"apparent",17.5785227510363
"magda",17.5731601094012
"hudson",17.5711109439092
"understaffed",17.5636361342751
"playa",17.5544847653572
"slots",17.5538785132191
"bedded",17.5507135463199
"watersports",17.5395865994335
"sparse",17.5387086163711
"barman",17.5368102616945
"captain",17.5367713039165
"shaded",17.5309011703528
"414",17.5263443313854
"buggy",17.5201845648621
"pipes",17.5198735174916
"pots",17.5187177509924
"immodium",17.5145625801063
"grubby",17.5062940931885
"advertise",17.5009453989596
"et",17.4971305211944
"visa",17.4950416781011
"resulted",17.4938564909381
"random",17.4889759376693
"reduced",17.4877008979444
"parade",17.4674929183818
"disagree",17.4652402909176
"perk",17.4641748658583
"series",17.4464068430999
"covering",17.4456719583178
"locally",17.4392056716393
"toothpaste",17.4354050266099
"lastly",17.4344987018574
"operate",17.4266321506884
"wich",17.4164651804715
"supervisor",17.4142437400915
"rolled",17.4133099763082
"barri",17.4102659779802
"anticipated",17.4086676342281
"plata",17.3997685054254
"montparnasse",17.3936079129676
"stellar",17.3893910568452
"tripadvisor.com",17.3829782218244
"necessarily",17.3805224839937
"transferred",17.370634632573
"singel",17.3697231041676
"spoilt",17.364489077434
"doesn__",17.3593551581906
"freshen",17.3593022811294
"quicker",17.3454520770594
"privilege",17.3372161197459
"clarke",17.3328582712689
"tranquility",17.33147257056
"raw",17.3299340643538
"forum",17.3236738559278
"theaters",17.3109685466272
"rectified",17.3079435715629
"universitat",17.3076042971736
"tulip",17.3046255700775
"friendly.the",17.3044351000718
"fear",17.3028773440045
"candle",17.2951356923515
"considerate",17.2884746716344
"20.00",17.288343170125
"delux",17.2835247909142
"gentlemen",17.2833204141282
"busiest",17.283125250566
"assure",17.2798991232777
"unprofessional",17.2661556636914
"artwork",17.2580265713451
"away.the",17.2569963923606
"mice",17.2566626306113
"bedspread",17.24833015428
"splash",17.2425958423367
"oj",17.2291071401333
"upmarket",17.2272333441102
"seemingly",17.2263480232532
"squeeze",17.2172433219094
"yuck",17.2119414363666
"gates",17.2070245956978
"cigarettes",17.2032476233815
"cardio",17.1961476611275
"oil",17.1948691439135
"landing",17.1910248502072
"australian",17.1835005098891
"laughing",17.1786931370499
"loss",17.1730709023752
"critical",17.1718645295294
"entertain",17.1591285128206
"sour",17.158778144263
"rudeness",17.1509724754534
"players",17.1400520609173
"subject",17.137577605282
"terminals",17.129298210035
"benoa",17.1281865642241
"neutral",17.117860089818
"accessed",17.1102835682032
"draycott",17.1100191591057
"shelves",17.100547952733
"pikes",17.0948807172097
"oatmeal",17.0924516253464
"challenging",17.090872777369
"hearty",17.0749769295727
"ensured",17.0710162882779
"sizes",17.0703844641988
"dozens",17.0693713792359
"suffering",17.0689969759499
"ku'damm",17.0682342187002
"chatting",17.0620570617175
"grille",17.0575283734361
"seek",17.0564394480328
"lunches",17.0499774302699
"slowly",17.0401331535964
"julio",17.0395288547705
"tells",17.0382642050321
"hopes",17.0328669583576
"loving",17.0313515929868
"around",17.0230511684421
"leisurely",17.0100425911768
"decorating",17.0064075876544
"utterly",17.0059765634252
"unfortunate",17.000252818128
"currency",16.9958776418634
"safer",16.9956467291623
"partially",16.9943721731554
"solution",16.9892122977936
"pretentious",16.9871444970029
"drury",16.9869723404735
"aggressive",16.9838311710168
"nites",16.9789433634532
"sidewalk",16.9720713891144
"economy",16.9717024954592
"clientele",16.9707763474863
"flexible",16.9646071460715
"barking",16.9625593736222
"sing",16.9622669992356
"bungalow",16.9602774958328
"sfo",16.9593137521986
"damrak",16.9563593087619
"abroad",16.9547294040328
"fraction",16.9539204033789
"vondelpark",16.9482464634714
"reflect",16.9427746111413
"48",16.9425733434852
"ruth",16.9400686042229
"anxious",16.9333954713541
"temperatures",16.9257468943721
"pickup",16.9127895729624
"generic",16.9126763543196
"canapes",16.9037371274348
"pimlico",16.9017841659718
"cocotal",16.8971411844992
"dawn",16.8962475986696
"cruises",16.893955164466
"jungle",16.8892337871156
"kidding",16.8838837170871
"staff.the",16.8822276410607
"housekeepers",16.876040242715
"hors",16.865942785541
"anti",16.862084048916
"physical",16.8613933286348
"membership",16.85944672565
"downright",16.8556802064577
"thomson",16.8543268566412
"answers",16.8482414050516
"yrs",16.8301231896369
"someday",16.8247522658534
"ranking",16.8221597216736
"1898",16.8202151598546
"obtain",16.803595218569
"appeal",16.7928892657016
"shouting",16.7917168278699
"reflected",16.7859626451246
"companies",16.7856801940138
"secondly",16.7774490765419
"iced",16.775876114159
"misleading",16.77555504855
"hat",16.7657332963426
"deciding",16.7646385619016
"yen",16.7491310055083
"adorable",16.7410270714738
"considerable",16.7399242236289
"elan",16.7345763119918
"cloudy",16.7321512927931
"perseo",16.731465128381
"brochures",16.7260977180503
"paella",16.7233221927372
"mounted",16.720471161444
"assumed",16.7163217541475
"equal",16.7047194878859
"ships",16.7036290177451
"germans",16.6965454122089
"ther",16.6865051883453
"grown",16.6863898738353
"grade",16.6837482578207
"recall",16.6829316927192
"mild",16.6814384805717
"gin",16.678026303609
"irritating",16.6714739884479
"laguna",16.6639924275276
"sheer",16.6601396344174
"crying",16.654097380372
"apologies",16.653231961666
"wrapped",16.6513603840973
"unpack",16.6501979950878
"reaction",16.6476189136615
"proofing",16.6453496782697
"excellent.the",16.6364644573598
"audience",16.6351447879642
"success",16.6332950218603
"turnaround",16.6330001975169
"award",16.6322183437916
"smoker",16.6307075087696
"dinning",16.6220550312333
"cellar",16.6195521517049
"northern",16.6186052000106
"5min",16.6154638545428
"it.i",16.6094279476034
"limit",16.6043944113778
"swing",16.602700725034
"vent",16.5976685447345
"bands",16.5913906868085
"kingsize",16.5910212845901
"toliet",16.5894161764713
"34th",16.5797439792525
"screwed",16.5785715630703
"ikea",16.5728905588738
"obliging",16.5629341870694
"repairs",16.5568543863483
"satisfy",16.5524350730287
"printing",16.548634450091
"atv",16.5485218502228
"blessing",16.545005757802
"magazines",16.5443278181411
"20mins",16.5408539639932
"cordial",16.5398913676696
"horrendous",16.526147477707
"quietly",16.5219868772465
"crackers",16.5192883618093
"grabbed",16.5182244531911
"panoramic",16.518068412843
"assistant",16.5114183707912
"cabin",16.5103426010732
"jumping",16.5079261910551
"comforters",16.5033581927372
"bubble",16.5015787381223
"greasy",16.5013284477495
"33rd",16.5009001656023
"assuming",16.4994434392092
"setup",16.4947173404854
"omelette",16.4907657486688
"false",16.4897396051827
"remain",16.4870031449552
"pig",16.4725389677026
"operation",16.4703026352257
"station.the",16.4624106199369
"maximum",16.4619653893709
"shaving",16.4461384078296
"kayaking",16.439133204666
"hkd",16.4293992140496
"loaded",16.4292598185588
"fest",16.4286577663857
"abit",16.4281791801533
"region",16.4239539522581
"15min",16.4212535865431
"horribly",16.4198177493137
"icing",16.418595277827
"faults",16.4167962546418
"luxe",16.4025544796327
"listened",16.3878258235858
"didn",16.3874399698608
"orders",16.3870361298361
"leonor",16.386610770477
"bathroom.the",16.379235388195
"excellently",16.3744606231507
"pathetic",16.3657311325763
"dolphin",16.3590148013556
"businesses",16.3562013365535
"cans",16.3558372730629
"washroom",16.3528303599328
"comparing",16.3461042732802
"accustomed",16.3427143549102
"touched",16.3417475489104
"awaiting",16.3398275373985
"opulent",16.3387492159564
"aruba",16.3366514642754
"cadran",16.3355424091587
"oz",16.3291866821025
"fleas",16.3257530122322
"amex",16.3245664830347
"venetian",16.3179589533556
"den",16.317899614393
"passports",16.3163941079449
"surface",16.3101818003467
"richelieu",16.3076439796213
"blind",16.3019072035333
"wandering",16.2988901054409
"reluctant",16.2987633976086
"remind",16.2913579679645
"relations",16.2847107824023
"pioneer",16.284627878116
"infection",16.2804736355217
"rm",16.2771722543919
"restraunt",16.2746913392986
"denied",16.2745503140707
"ann",16.2723447959471
"cubicle",16.2700363553527
"lighted",16.2562227306418
"judge",16.2426965984564
"insect",16.2425539588126
"marinarium",16.2292344159567
"cockroach",16.2194857225194
"remodel",16.2170725652667
"appalling",16.2162767365125
"faded",16.20748242716
"amounts",16.1960085421027
"subways",16.1942158352333
"angela",16.1890813680517
"communicating",16.1853225442688
"frustrated",16.1831549521868
"rooftops",16.1819971623836
"butts",16.180656157854
"packing",16.1779155496004
"stink",16.1746429710071
"37",16.1709187555208
"un",16.1543839974678
"advising",16.1529337157524
"lover",16.1528671388492
"bellboy",16.1463037986377
"rijksmuseum",16.1409732765437
"monica",16.1359665496415
"picnic",16.1327173057468
"motorized",16.1281213425756
"hook",16.122708079127
"mug",16.1193061264009
"carmel",16.1118626945682
"billing",16.0947687376039
"arch",16.0877012485896
"mixture",16.0838923305711
"infested",16.0837247993406
"sofas",16.073809560873
"wondeful",16.0720114289274
"etoile",16.0689246657531
"congested",16.065642266864
"partly",16.0610239630975
"landmark",16.0464174050952
"5.00",16.0432605552993
"lied",16.0398002687364
"puri",16.0345083795026
"drug",16.0256740722577
"sketchy",16.023441247765
"colorful",16.0214187431374
"ll",16.0209974638446
"safely",16.0061657780482
"efforts",16.0000612799927
"buzzing",15.999533399209
"sooner",15.9963140941853
"mineral",15.9902292049992
"afternoons",15.9898184378185
"echo",15.9879422898627
"eaters",15.9838202849304
"resolve",15.9790179356068
"accident",15.9765859988055
"created",15.9687385171665
"160",15.966258060469
"fighting",15.9625021103813
"requires",15.9585007293515
"remainder",15.9579519506347
"cdg",15.957318359603
"manicured",15.9556695451292
"delays",15.9554160375557
"horror",15.9553180863959
"omlettes",15.9540584238487
"vondel",15.9539242361612
"circumstances",15.9533375844279
"bob",15.9520559850663
"sexy",15.9471479373814
"cooks",15.9451775990599
"66",15.9437142965596
"suddenly",15.9333380887464
"fond",15.9260514290279
"displayed",15.9248302123724
"merely",15.9168162468571
"favour",15.9144654831799
"karaoke",15.9105769319598
"refuse",15.9101127571831
"kicked",15.8994524395203
"burned",15.8985174002529
"stain",15.8940958634789
"estherea",15.894003016228
"ambassador",15.8932263217513
"d9",15.8815881303628
"collected",15.8788609456866
"lawrence",15.8752084348078
"meter",15.8738631945319
"bugis",15.866467762085
"dom",15.8648120043173
"grands",15.8635067699797
"riviera",15.8600432594279
"timely",15.8553568174251
"guell",15.8549318560729
"fingers",15.8495810395889
"foul",15.8489362660397
"vs",15.843256862342
"greated",15.8334149375884
"farther",15.832834749305
"winding",15.8294324793891
"romance",15.8282583972672
"slip",15.8176173596172
"race",15.8138196994112
"spirit",15.8137371081499
"hammock",15.8096027544111
"lag",15.8047621323186
"ic",15.8022073222668
"smack",15.786385537768
"zona",15.7773529512295
"monster",15.7631829429451
"cliffs",15.7592367809232
"blah",15.7583112992334
"bowling",15.7526593902534
"kok",15.7465266160862
"slamming",15.7431855722546
"centres",15.7212769955664
"apex",15.7157014169205
"casinos",15.7129479910306
"mart",15.7079780442585
"hub",15.7028165274036
"furthermore",15.692818453105
"lavish",15.6924899284552
"brooklyn",15.6924020445336
"ve",15.6889679126022
"sweat",15.6812976338623
"users",15.6724135760918
"freely",15.6659623623366
"vaporetto",15.6609376798656
"overhead",15.6552554058046
"purely",15.6522933267375
"marais",15.6503615723979
"fiancee",15.6486193629167
"coladas",15.6405537907563
"conveniences",15.6369334696584
"tin",15.6327698966316
"room.i",15.630179556935
"andrea",15.6296014187114
"bagel",15.6200042154759
"krasnapolsky",15.6198795620648
"cheesecake",15.6154193315403
"absolutley",15.6144301535603
"energetic",15.6092022226537
"nord",15.6048781386071
"supper",15.6011139549174
"repellent",15.5985734766791
"suggesting",15.5978876484391
"brazilian",15.5962152593772
"replacement",15.5954399804411
"planet",15.5908118941286
"cutting",15.5903446997457
"mentioning",15.5875037150087
"meets",15.5773864321958
"lisa",15.5755435615467
"affair",15.5741649725947
"ongoing",15.5732404085778
"united",15.5706562569552
"sections",15.567029054747
"assisted",15.557336496864
"clever",15.5569108767046
"pitch",15.5562105782721
"pouring",15.5557099501574
"gentle",15.5476782170899
"complains",15.5462891782196
"functioning",15.539116234184
"easiest",15.5389559974102
"struggled",15.5262907582788
"spotty",15.5209207204599
"frig",15.5141809680931
"tender",15.5121266136772
"ilikai",15.5084154287755
"duquesne",15.5061869383946
"walter",15.501361162922
"fri",15.4946630430621
"steel",15.4882842243976
"uptown",15.4793653177365
"automatic",15.4775244736775
"excellente",15.4745662797617
"mouth",15.4592311007564
"acknowledge",15.4588877433267
"bangkok",15.4567915506376
"costly",15.4529245025656
"float",15.4499865406405
"luke",15.4450714680683
"mat",15.4351463245744
"custom",15.4343516769662
"72",15.4335697421393
"childrens",15.429594369517
"refreshments",15.4272551233234
"anna",15.4233343189095
"hooked",15.4212834904926
"handicapped",15.416882846178
"souvenir",15.4162167749458
"kensington",15.4152143425651
"excitement",15.4141700298786
"digital",15.4107152318737
"chefs",15.410682503176
"tuscan",15.4041670154018
"continues",15.3985912298047
"focus",15.387232172696
"fields",15.3842498214959
"tsim",15.3704926251359
"reunion",15.3697894717319
"couches",15.36944483193
"substandard",15.3672845639697
"confident",15.3609885591661
"refilled",15.3609303302762
"sprayed",15.3601418793394
"usage",15.3600363006718
"reflection",15.3495224154403
"disorganized",15.3476357921352
"researching",15.34337166847
"someplace",15.3428981602843
"strolling",15.3413739195358
"maintain",15.3382031815591
"smoky",15.336399309414
"matress",15.3255437125519
"hairs",15.3224407082391
"qt",15.3170128438679
"accomadating",15.3128452731562
"baseball",15.3078826139647
"feast",15.2932917106368
"disgrace",15.2888615121743
"sooooo",15.2855854504945
"quantity",15.2699244220547
"receiving",15.2631026195046
"makeup",15.2622200652661
"transat",15.2610797482829
"martin",15.259742615396
"waitstaff",15.2593862145843
"mystery",15.25724448423
"prove",15.2569996255234
"picks",15.2526982877169
"fs",15.2472772648171
"driven",15.2471117775704
"judging",15.2462507985934
"luggages",15.2444649625383
"clue",15.2435801582784
"on.the",15.239503227592
"buena",15.2394384264336
"horses",15.2345452647773
"designated",15.2266778238328
"schiphol",15.2198129898724
"incl",15.2170088031078
"thousands",15.2101797730696
"soaked",15.2048828599421
"clinic",15.2017501382418
"asap",15.1897277372269
"discovery",15.1808349247718
"entrees",15.1806269443315
"cats",15.1728573291819
"exorbitant",15.1710152360046
"serene",15.1709868045797
"colomba",15.1702079313433
"beatiful",15.1687586842892
"questionable",15.1667643574277
"fat",15.1650888645501
"obnoxious",15.1546784922034
"weekdays",15.1527892700781
"trek",15.1497023831057
"acknowledged",15.1411181163604
"spouse",15.1375907296216
"mong",15.1339951549813
"trays",15.1325117421958
"product",15.1295866151851
"spice",15.1275813279329
"accordingly",15.1238197750732
"bella",15.1217190081562
"brill",15.1206047018069
"creepy",15.1188693279805
"corrected",15.1140583076231
"born",15.1127571266264
"upside",15.1108445087713
"pound",15.091736762855
"croce",15.088240375332
"plays",15.0869977088274
"hamburger",15.0797016799714
"sampled",15.0762448971804
"maze",15.0729852282981
"nurse",15.0694963806425
"potato",15.0672530539642
"exellent",15.0580177306997
"platter",15.0566724792576
"stunk",15.048920443201
"pizzeria",15.0464495004774
"dept",15.0439097334326
"social",15.0391864562596
"inquired",15.038237194207
"wore",15.0356854034018
"regency",15.026496860732
"savoy",15.0251493764578
"attic",15.0241930126897
"flops",15.0166699849495
"sunbathing",15.0156936417576
"colada",15.0151128230067
"overseas",15.0037750906103
"losing",15.0004293716505
"advertises",14.9970316715448
"oversized",14.9956095241049
"researched",14.9871422854342
"materials",14.9860069728263
"pierre",14.9797447222508
"pampering",14.9752436533809
"individuals",14.9747374420727
"coin",14.9744989234869
"noticeable",14.97248599361
"vancouver",14.9641275596179
"get",14.9554670535462
"heineken",14.949066344643
"btw",14.9449203477652
"lukewarm",14.9431989401419
"annoyance",14.9369365657099
"discounts",14.931351546989
"chaos",14.9289106875697
"assisting",14.9287094138127
"cooling",14.9220708317055
"curious",14.9189304902056
"faenza",14.9137777363856
"valets",14.9121214728201
"tempted",14.9076046400294
"overcharged",14.9064469387744
"babies",14.8994322802924
"pays",14.8988575352937
"barca",14.8970450203289
"seatac",14.8940559536299
"24hr",14.8926442147078
"caliber",14.8888175438166
"witnessed",14.8875338936992
"criteria",14.8852942629391
"turkey",14.881392534267
"duplex",14.8799624595631
"home.the",14.8782318800905
"boasts",14.8736282778816
"remaining",14.8701885552034
"stressed",14.869722593174
"landscape",14.8691048005325
"matched",14.8597537710802
"boulevard",14.8589915297776
"statement",14.8577464340648
"poured",14.8405826971797
"adjustable",14.831574579382
"rocky",14.8310202265861
"brothers",14.8252014412303
"delivers",14.8228362735671
"exemplary",14.817572857996
"celebrity",14.8117087146812
"discussion",14.8061061483947
"oberoi",14.8022555587003
"gotic",14.8018313135184
"weren__",14.8011420628683
"tenderloin",14.7991962275985
"della",14.7985049045472
"ceremony",14.7960538042917
"restaurants.the",14.7900523127761
"airplane",14.7881911676864
"essential",14.7863761501758
"hula",14.7810553807501
"organise",14.7738893745024
"sunrise",14.766255499984
"melt",14.7647056972039
"compelled",14.7596820646874
"winning",14.7589666376268
"shampoos",14.7561605004895
"ex",14.7557008199203
"pulling",14.7533785286077
"stairwell",14.7400416368791
"honors",14.739398245068
"showerhead",14.7364333712616
"senior",14.735873651934
"affected",14.7347001295126
"altogether",14.733769165552
"musee",14.7292079325591
"pablo",14.7227206289403
"resulting",14.722533488707
"facilites",14.7203009543198
"dual",14.7169463743391
"sam",14.7168920464803
"intended",14.7147535508246
"heights",14.7105940489139
"repeated",14.7104246856689
"observed",14.7095611909194
"thorough",14.7084735644529
"view.the",14.7077493210947
"unnecessary",14.7019055116017
"catedral",14.6998188819749
"trick",14.6953450364068
"bahamas",14.6919631090494
"groceries",14.6654308360828
"silent",14.6602876979722
"lawn",14.6587494413146
"gm",14.6560963491402
"j",14.6464174274116
"scotland",14.6457851369688
"gamble",14.645037960269
"aloha",14.6354696427215
"dime",14.6331637473695
"gon",14.6318030271003
"wtc",14.6267334954386
"jardin",14.6250860615289
"lame",14.6107391594353
"powder",14.6086273763534
"containing",14.6048909741975
"nikko",14.592503884604
"fed",14.5892434587494
"smiled",14.5882041740179
"represented",14.585122077288
"ping",14.5757372846218
"urine",14.5717213692302
"wes",14.5514828832847
"unusually",14.546163880632
"slipped",14.5396234168382
"sale",14.5316258846439
"resident",14.5300482095398
"grande",14.5221514682529
"torre",14.518425407403
"conscious",14.5161958486278
"experiencing",14.5132542463616
"salty",14.5044644977928
"remains",14.499727320373
"oddly",14.4913410042821
"associated",14.4836604944609
"waffle",14.482879010791
"kyoto",14.4800376161945
"jacket",14.4693042380285
"admittedly",14.461517698086
"awakened",14.4500945604943
"occupancy",14.4429053937471
"freezer",14.4388353862154
"scented",14.4316582362076
"latte",14.4306396545639
"touristic",14.4216689745579
"sewer",14.4192952356575
"ancient",14.4143113911125
"overheard",14.4105935593821
"homework",14.4060785262644
"jeep",14.3933519282318
"mango",14.3876082830112
"dimly",14.3874626365188
"dissapointment",14.3803948213443
"death",14.3611494349113
"lovers",14.3590560130117
"escalator",14.3518101649328
"demanding",14.3499254213528
"flaws",14.3468189645598
"boylston",14.3368069859825
"rc",14.3308758043111
"trattoria",14.3302286861385
"hostels",14.3285152425239
"paperwork",14.3280939428091
"pluses",14.3216071353654
"argue",14.3152711199298
"cutlery",14.3130287681125
"commonwealth",14.3121823088147
"mocenigo",14.3049904890562
"quincy",14.295971463065
"dorm",14.2958767644234
"a9",14.2894390173414
"illness",14.2863934693018
"favourites",14.2851459905571
"drunks",14.2827561697474
"veggies",14.2801832220596
"presumably",14.278103455161
"there__",14.2779990598127
"friendly.we",14.2744765428577
"fashionable",14.2664660187392
"songs",14.2658943961207
"buckingham",14.2523094031813
"sport",14.244089839005
"venues",14.242368531697
"tegal",14.2393803835153
"redecorated",14.2374385005831
"overcooked",14.2315969830247
"booth",14.2290992538264
"hits",14.2239590124936
"grimani",14.2235139910618
"resteraunts",14.2224273850853
"tapatio",14.2211028582253
"thames",14.2200446737613
"reforma",14.2154923587882
"2002",14.2127736053327
"throwing",14.2002074443857
"hugely",14.1982090744091
"punch",14.1974720580336
"vacationing",14.1865442080593
"monge",14.1830023539572
"preciados",14.1794286489814
"boss",14.1786020311988
"humor",14.1749470373822
"error",14.1642770982482
"patrick",14.1605305375046
"marie",14.1601709998223
"s.f",14.1473766160353
"lobbies",14.1435490506234
"michel",14.1434224472904
"justify",14.1431973265884
"victorian",14.1419525615306
"bearing",14.1415042878411
"signal",14.1411301890627
"laws",14.1397081237654
"aswell",14.1373778609834
"cafeteria",14.1362594826237
"porta",14.1332133245417
"extent",14.1299675366586
"day.we",14.1296967783907
"bingo",14.1248293919036
"cappucino",14.1188621143647
"homely",14.1158911804081
"occassions",14.1150712273971
"disappeared",14.107261330376
"resteraunt",14.1051275192076
"01",14.1050002336542
"tide",14.1034299983878
"reichstag",14.1016990241383
"peter",14.098187304205
"opener",14.0924108904487
"impecable",14.0896242868642
"ranged",14.0791121005899
"amankila",14.0746879906833
"thankful",14.0726231397939
"mama",14.0693488807054
"asset",14.0636907049105
"homes",14.0610078634836
"restricted",14.0574538170232
"wishes",14.0526904915336
"take",14.0521903388966
"bond",14.0440223611314
"stank",14.0387650586926
"adapter",14.0300084968392
"crossing",14.0271124064176
"enjoys",14.0175077098845
"replacing",14.0109467320395
"crappy",14.0094398206513
"peoples",14.0017771489301
"disadvantage",14.0000518330245
